contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_high		chr5:CSNK1A1:t:149496860|5:149496860-149505482:-	CSNK1A1	chr5:CSNK1A1:t:149496860	t	149496860	5:149496860-149505482:-	5	149496860	149505482	-	171.3	0.415		0.286	-0.129	-0.13		welch	0.022826702590193093	0.7960703231862641	1	0	0.395	0.39	0.483	0.23	0.297	0.311	157	205	120	139	172	235
cadm1_high		chr9:NTMT1:s:129626295|9:129626295-129634053:+	NTMT1	chr9:NTMT1:s:129626295	s	129626295	9:129626295-129634053:+	9	129626295	129634053	+	105.5	0.25		0.121	-0.129	-0.1		welch	0.3258322072257926	0.9655019792943904	0	0	0.161	0.392	0.144	0.047	0.161	0.173	87	148	125	107	62	104
cadm1_high		chr1:NOC2L:t:944800|1:944800-945056:-	NOC2L	chr1:NOC2L:t:944800	t	944800	1:944800-945056:-	1	944800	945056	-	363.5	0.765		0.636	-0.13	-0.1		welch	0.043484881165355475	0.8945461268301698	1	0	0.716	0.807	0.754	0.69	0.578	0.637	243	420	475	368	353	322
cadm1_high		chr11:AIP:t:67490037|11:67489455-67490037:+	AIP	chr11:AIP:t:67490037	t	67490037	11:67489455-67490037:+	11	67489455	67490037	+	113.2	0.984		0.853	-0.131			welch	0.08823913732573707	0.9655019792943904	1	0	1.0	0.977	0.969	0.776	0.929	0.84	158	172	98	67	84	100
cadm1_high		chr5:TAF9:t:69366595|5:69366595-69369656:-	TAF9	chr5:TAF9:t:69366595	t	69366595	5:69366595-69369656:-	5	69366595	69369656	-	151.8	0.223		0.089	-0.134	-0.055		welch	0.007816454961624782	0.7113287403644318	1	0	0.196	0.232	0.229	0.124	0.064	0.066	97	164	179	194	125	152
cadm1_high		chr9:NTMT1:t:129634053|9:129626295-129634053:+	NTMT1	chr9:NTMT1:t:129634053	t	129634053	9:129626295-129634053:+	9	129626295	129634053	+	115.0	0.239		0.105	-0.134	-0.085		welch	0.2334872676903643	0.9655019792943904	0	0	0.126	0.354	0.178	0.051	0.139	0.126	111	164	101	99	72	143
cadm1_high		chr10:CDC123:s:12246277|10:12246277-12249580:+	CDC123	chr10:CDC123:s:12246277	s	12246277	10:12246277-12249580:+	10	12246277	12249580	+	107.5	0.883		0.747	-0.136	-0.077		welch	0.09486732288809333	0.9655019792943904	0	0	0.942	0.784	0.974	0.74	0.685	0.796	69	111	77	123	108	157
cadm1_high		chr1:RPL22:t:6197756|1:6197756-6199369:-	RPL22	chr1:RPL22:t:6197756	t	6197756	1:6197756-6199369:-	1	6197756	6199369	-	303.7	0.174		0.039	-0.136	-0.104		welch	0.11745191466491509	0.9655019792943904	1	0	0.077	0.263	0.176	0.019	0.025	0.06	311	331	323	212	280	365
cadm1_high		chr19:LSM14A:s:34209051|19:34209051-34215595:+	LSM14A	chr19:LSM14A:s:34209051	s	34209051	19:34209051-34215595:+	19	34209051	34215595	+	160.7	0.401		0.265	-0.137	-0.068		welch	0.23003501001310475	0.9655019792943904	0	0	0.508	0.272	0.491	0.274	0.4	0.16	130	180	106	219	135	194
cadm1_high		chr19:USF2:t:35270446|19:35270003-35270446:+	USF2	chr19:USF2:t:35270446	t	35270446	19:35270003-35270446:+	19	35270003	35270446	+	189.7	0.536		0.396	-0.14	-0.082		welch	0.15590257951381223	0.9655019792943904	0	0	0.595	0.54	0.485	0.405	0.28	0.511	185	274	235	153	150	141
cadm1_high		chr8:RPL8:t:144791307|8:144791307-144791370:-	RPL8	chr8:RPL8:t:144791307	t	144791307	8:144791307-144791370:-	8	144791307	144791370	-	308.0	0.923		0.778	-0.145	-0.128		welch	0.10876833405946931	0.9655019792943904	1	0	0.892	0.947	0.915	0.874	0.778	0.694	260	492	519	182	189	206
cadm1_high		chr12:NOP2:s:6566528|12:6566336-6566528:-	NOP2	chr12:NOP2:s:6566528	s	6566528	12:6566336-6566528:-	12	6566336	6566528	-	109.2	0.63		0.483	-0.148	-0.062		welch	0.15177861481492985	0.9655019792943904	1	0	0.615	0.62	0.658	0.521	0.347	0.571	135	92	111	121	98	98
cadm1_high		chr20:EIF6:s:35284175|20:35280829-35284175:-	EIF6	chr20:EIF6:s:35284175	s	35284175	20:35280829-35284175:-	20	35280829	35284175	-	111.7	0.794		0.643	-0.151	-0.18		welch	0.016334941980744956	0.7840772150757596	1	0	0.782	0.774	0.822	0.619	0.608	0.696	101	137	146	105	79	102
cadm1_high		chr1:POLR3GL:t:145977482|1:145975436-145977482:+	POLR3GL	chr1:POLR3GL:t:145977482	t	145977482	1:145975436-145977482:+	1	145975436	145977482	+	154.5	0.286		0.125	-0.16	-0.1		welch	0.12242057540046122	0.9655019792943904	0	0	0.354	0.348	0.152	0.112	0.02	0.211	175	164	165	169	102	152
cadm1_high		chr19:UBA52:t:18573292|19:18571909-18573292:+	UBA52	chr19:UBA52:t:18573292	t	18573292	19:18571909-18573292:+	19	18571909	18573292	+	167.3	0.478		0.315	-0.163	-0.168		welch	0.25753629630170444	0.9655019792943904	0	0	0.542	0.452	0.462	0.15	0.357	0.49	153	208	262	140	143	98
cadm1_high		chr17:NARF:t:82483715|17:82481211-82483715:+	NARF	chr17:NARF:t:82483715	t	82483715	17:82481211-82483715:+	17	82481211	82483715	+	113.5	0.831		0.667	-0.164	-0.185		welch	0.0817381663809658	0.9655019792943904	0	0	0.746	0.846	0.881	0.662	0.757	0.566	118	104	168	77	115	99
cadm1_high		chr11:SF1:s:64766899|11:64765518-64766899:-	SF1	chr11:SF1:s:64766899	s	64766899	11:64765518-64766899:-	11	64765518	64766899	-	143.2	0.74		0.576	-0.165	-0.106		welch	0.09934249448209526	0.9655019792943904	1	0	0.661	0.842	0.704	0.575	0.578	0.573	118	146	152	120	180	143
cadm1_high		chrX:MECP2:t:154032557|X:154032557-154097603:-	MECP2	chrX:MECP2:t:154032557	t	154032557	X:154032557-154097603:-	X	154032557	154097603	-	170.5	0.472		0.307	-0.165	-0.173		welch	0.1634268982979305	0.9655019792943904	0	0	0.617	0.328	0.52	0.329	0.25	0.358	115	183	200	210	192	123
cadm1_high		chr16:MRPL28:t:370225|16:370225-370443:-	MRPL28	chr16:MRPL28:t:370225	t	370225	16:370225-370443:-	16	370225	370443	-	110.3	0.26		0.091	-0.169	-0.144		welch	0.0006897832480010309	0.29798636313644533	1	0	0.288	0.244	0.267	0.075	0.109	0.113	52	160	165	159	46	80
cadm1_high		chr1:NASP:s:45606591|1:45606591-45607320:+	NASP	chr1:NASP:s:45606591	s	45606591	1:45606591-45607320:+	1	45606591	45607320	+	140.0	0.384		0.209	-0.176	-0.091		welch	0.03970362054105201	0.8945461268301698	1	0	0.346	0.463	0.324	0.247	0.199	0.175	133	147	105	166	146	143
cadm1_high		chr9:TMEM141:s:136791424|9:136791424-136791710:+	TMEM141	chr9:TMEM141:s:136791424	s	136791424	9:136791424-136791710:+	9	136791424	136791710	+	110.8	0.702		0.521	-0.181	-0.133		welch	0.08392983706867961	0.9655019792943904	1	0	0.68	0.825	0.61	0.479	0.6	0.493	75	114	136	96	100	144
cadm1_high		chr7:SRRT:s:100885040|7:100885040-100885212:+	SRRT	chr7:SRRT:s:100885040	s	100885040	7:100885040-100885212:+	7	100885040	100885212	+	165.7	0.714		0.526	-0.188	-0.173		welch	0.00841923168472124	0.7113287403644318	1	0	0.727	0.68	0.744	0.574	0.539	0.475	121	181	160	136	219	177
cadm1_high		chrX:MECP2:s:154097603|X:154032557-154097603:-	MECP2	chrX:MECP2:s:154097603	s	154097603	X:154032557-154097603:-	X	154032557	154097603	-	160.0	0.516		0.319	-0.198	-0.232		welch	0.11560142149451211	0.9655019792943904	0	0	0.546	0.373	0.634	0.325	0.267	0.389	130	161	164	212	180	113
cadm1_high		chr1:POLR3GL:s:145975436|1:145975436-145977482:+	POLR3GL	chr1:POLR3GL:s:145975436	s	145975436	1:145975436-145977482:+	1	145975436	145977482	+	111.5	0.389		0.177	-0.212	-0.138		welch	0.09558489219752196	0.9655019792943904	0	0	0.466	0.442	0.231	0.171	0.029	0.271	133	129	108	111	70	118
cadm1_high		chr16:TNRC6A:s:24729846|16:24729846-24730252:+	TNRC6A	chr16:TNRC6A:s:24729846	s	24729846	16:24729846-24730252:+	16	24729846	24730252	+	126.3	0.753		0.46	-0.293	-0.3		welch	0.02948408604393571	0.7960703231862641	1	0	0.652	0.844	0.758	0.368	0.505	0.57	92	96	120	185	186	79
cadm1_high		chr16:TNRC6A:t:24750725|16:24730300-24750725:+	TNRC6A	chr16:TNRC6A:t:24750725	t	24750725	16:24730300-24750725:+	16	24730300	24750725	+	121.2	0.776		0.458	-0.318	-0.297		welch	0.011526160144794033	0.7113287403644318	1	0	0.663	0.824	0.835	0.391	0.539	0.414	92	85	109	192	191	58
