contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_1nM-1	psi_CADM1_1nM-2	psi_CADM1_1nM-3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_1nM-1	n_CADM1_1nM-2	n_CADM1_1nM-3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_dose		chr11:AAMDC:t:77842478|11:77841060-77842478:+	AAMDC	chr11:AAMDC:t:77842478	t	77842478	11:77841060-77842478:+	11	77841060	77842478	+	144.6	0.141	0.074	0.09	-0.05	-0.056	-0.0134	ols_slope	0.733111021144865	0.983758434534779	0	0	0.198	0.061	0.167	0.019	0.077	0.129	0.031	0.041	0.274	101	131	180	108	182	101	259	122	117
cadm1_dose		chr1:TRAPPC3:t:36140166|1:36140166-36149336:-	TRAPPC3	chr1:TRAPPC3:t:36140166	t	36140166	1:36140166-36149336:-	1	36140166	36149336	-	133.7	0.973	0.873	0.921	-0.051	-0.038	-0.0186	ols_slope	0.638258945511767	0.983758434534779	0	0	1.0	0.971	0.96	1.0	0.752	0.861	1.0	0.972	0.848	99	137	202	156	153	101	84	107	164
cadm1_dose		chr20:MCTS2:s:31561736|20:31561736-31566209:+	MCTS2	chr20:MCTS2:s:31561736	s	31561736	20:31561736-31566209:+	20	31561736	31566209	+	100.9	0.876	0.8	0.821	-0.055	-0.012	-0.031	ols_slope	0.45141161571087557	0.9553558989835146	0	0	0.959	0.767	0.922	0.689	0.931	0.833	0.79	0.904	0.767	74	120	154	103	58	114	105	94	86
cadm1_dose		chr12:PYM1:t:55903480|12:55903480-55927075:-	PYM1	chr12:PYM1:t:55903480	t	55903480	12:55903480-55927075:-	12	55903480	55927075	-	111.0	0.245	0.121	0.189	-0.056	-0.052	-0.0271	ols_slope	0.5768068166547885	0.983758434534779	0	0	0.363	0.151	0.272	0.035	0.185	0.111	0.099	0.323	0.202	91	152	125	86	130	81	152	93	89
cadm1_dose		chr7:FIS1:s:101244959|7:101240906-101244959:-	FIS1	chr7:FIS1:s:101244959	s	101244959	7:101240906-101244959:-	7	101240906	101244959	-	254.8	0.162	0.128	0.105	-0.057	-0.055	-0.0387	ols_slope	0.22873665439158838	0.8520392980911292	1	0	0.13	0.295	0.124	0.203	0.087	0.075	0.168	0.063	0.087	292	176	378	330	230	294	190	207	196
cadm1_dose		chr7:NUDT1:t:2244562|7:2242256-2244562:+	NUDT1	chr7:NUDT1:t:2244562	t	2244562	7:2242256-2244562:+	7	2242256	2244562	+	192.8	0.731	0.75	0.674	-0.057	-0.04	-0.0394	ols_slope	0.36869060399045556	0.9150517798418184	0	0	0.777	0.735	0.702	0.627	0.878	0.811	0.617	0.578	0.782	157	223	275	233	180	90	196	147	234
cadm1_dose		chr6:GMNN:t:24777221|6:24775244-24777221:+	GMNN	chr6:GMNN:t:24777221	t	24777221	6:24775244-24777221:+	6	24775244	24777221	+	134.0	0.507	0.487	0.446	-0.06	-0.14	-0.0373	ols_slope	0.30278077563399347	0.9150517798418184	1	0	0.636	0.483	0.444	0.471	0.473	0.521	0.517	0.318	0.503	107	201	142	102	112	94	143	148	157
cadm1_dose		chr19:RAD23A:s:12949159|19:12949159-12949277:+	RAD23A	chr19:RAD23A:s:12949159	s	12949159	19:12949159-12949277:+	19	12949159	12949277	+	158.9	0.399	0.363	0.338	-0.061	-0.041	-0.0409	ols_slope	0.3810981059867739	0.9150517798418184	1	0	0.608	0.314	0.405	0.331	0.36	0.403	0.223	0.398	0.46	79	210	237	163	136	144	206	118	137
cadm1_dose		chr16:VKORC1:s:31094556|16:31093421-31094556:-	VKORC1	chr16:VKORC1:s:31094556	s	31094556	16:31093421-31094556:-	16	31093421	31094556	-	162.0	0.623	0.485	0.562	-0.061	-0.031	-0.029	ols_slope	0.5667246765783353	0.983758434534779	0	0	0.599	0.765	0.488	0.483	0.511	0.45	0.708	0.465	0.504	162	183	162	201	180	120	161	172	117
cadm1_dose		chr19:DNM2:s:10805967|19:10805967-10808568:+	DNM2	chr19:DNM2:s:10805967	s	10805967	19:10805967-10808568:+	19	10805967	10808568	+	116.6	0.186	0.256	0.124	-0.062	-0.071	-0.0266	ols_slope	0.6532021787491981	0.983758434534779	0	0	0.011	0.275	0.253	0.114	0.216	0.429	0.115	0.029	0.234	90	102	99	105	139	119	131	136	128
cadm1_dose		chr10:NOLC1:t:102159432|10:102159338-102159432:+	NOLC1	chr10:NOLC1:t:102159432	t	102159432	10:102159338-102159432:+	10	102159338	102159432	+	161.8	0.245	0.231	0.182	-0.063	-0.083	-0.0249	ols_slope	0.48958353405180755	0.9748152144675991	1	0	0.112	0.383	0.174	0.203	0.217	0.266	0.228	0.14	0.152	98	154	115	138	203	188	246	150	164
cadm1_dose		chr11:ANAPC15:t:72111286|11:72111286-72112649:-	ANAPC15	chr11:ANAPC15:t:72111286	t	72111286	11:72111286-72112649:-	11	72111286	72112649	-	165.7	0.17	0.182	0.105	-0.065	-0.012	-0.0349	ols_slope	0.2869162510327777	0.9052005666386225	0	0	0.236	0.172	0.097	0.169	0.098	0.28	0.109	0.034	0.153	165	204	154	142	153	150	165	149	209
cadm1_dose		chr6:ACAT2:s:159763053|6:159763053-159775169:+	ACAT2	chr6:ACAT2:s:159763053	s	159763053	6:159763053-159775169:+	6	159763053	159775169	+	100.0	0.067	0.029	0.0	-0.067		-0.0492	ols_slope	0.16122890720001748	0.8098539820805224	1	0	0.0	0.25	0.045	0.089	0.0	0.0	0.0	0.0	0.0	71	44	154	90	86	101	119	101	134
cadm1_dose		chr16:KARS1:t:75641723|16:75641723-75647577:-	KARS1	chr16:KARS1:t:75641723	t	75641723	16:75641723-75647577:-	16	75641723	75647577	-	162.3	0.7	0.516	0.633	-0.067	-0.067	-0.0237	ols_slope	0.6290403002371611	0.983758434534779	0	0	0.673	0.776	0.608	0.603	0.509	0.457	0.774	0.591	0.55	107	214	143	156	175	208	137	181	140
cadm1_dose		chr7:SSBP1:t:141739123|7:141738410-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738410-141739123:+	7	141738410	141739123	+	118.8	0.232	0.185	0.164	-0.068	0.021	-0.0665	ols_slope	0.2664985943557317	0.8909803751594613	1	0	0.551	0.181	0.137	0.235	0.113	0.158	0.237	0.102	0.131	78	188	161	183	97	76	114	88	84
cadm1_dose		chr3:TRA2B:s:185937824|3:185931852-185937824:-	TRA2B	chr3:TRA2B:s:185937824	s	185937824	3:185931852-185937824:-	3	185931852	185937824	-	193.1	0.384	0.419	0.317	-0.068	-0.051	-0.0251	ols_slope	0.47456697692639066	0.9708036788265891	0	0	0.307	0.396	0.415	0.423	0.481	0.347	0.22	0.426	0.321	114	285	176	194	162	147	254	216	190
cadm1_dose		chr14:BCL2L2-PABPN1:s:23308199|14:23308199-23319734:+	BCL2L2-PABPN1	chr14:BCL2L2-PABPN1:s:23308199	s	23308199	14:23308199-23319734:+	14	23308199	23319734	+	100.1	0.293	0.308	0.224	-0.069	-0.055	-0.0353	ols_slope	0.45048389358638835	0.9553558989835146	0	0	0.207	0.347	0.314	0.22	0.356	0.347	0.343	0.281	0.033	87	98	105	109	118	98	105	89	92
cadm1_dose		chr10:DNAJC9:s:73243842|10:73243519-73243842:-	DNAJC9	chr10:DNAJC9:s:73243842	s	73243842	10:73243519-73243842:-	10	73243519	73243842	-	103.9	0.973	0.994	0.903	-0.07		-0.0493	ols_slope	0.16911843994276654	0.8213917466155131	0	0	0.989	0.966	0.967	1.0	1.0	0.98	1.0	0.884	0.742	91	118	90	143	94	100	125	112	62
cadm1_dose		chr2:MRPL33:t:27779432|2:27774530-27779432:+	MRPL33	chr2:MRPL33:t:27779432	t	27779432	2:27774530-27779432:+	2	27774530	27779432	+	132.9	0.471	0.487	0.401	-0.07	-0.067	-0.0455	ols_slope	0.31638593083081873	0.9150517798418184	0	0	0.65	0.469	0.336	0.442	0.463	0.58	0.345	0.463	0.375	103	128	134	172	136	119	116	160	128
cadm1_dose		chr1:DNAJC8:s:28232920|1:28205306-28232920:-	DNAJC8	chr1:DNAJC8:s:28232920	s	28232920	1:28205306-28232920:-	1	28205306	28232920	-	175.4	0.146	0.062	0.075	-0.071	-0.068	-0.0482	ols_slope	0.1609898872899368	0.8098539820805224	0	0	0.269	0.035	0.212	0.047	0.044	0.084	0.07	0.095	0.061	108	201	137	106	203	225	185	201	213
cadm1_dose		chr9:ANKRD18B:s:33541227|9:33541227-33543184:+	ANKRD18B	chr9:ANKRD18B:s:33541227	s	33541227	9:33541227-33543184:+	9	33541227	33543184	+	145.6	0.777	0.719	0.706	-0.071	-0.055	-0.0235	ols_slope	0.48246916327411615	0.9729364864924035	1	0	0.615	0.866	0.81	0.731	0.684	0.744	0.673	0.77	0.707	65	97	58	182	187	180	266	135	140
cadm1_dose		chr16:NUTF2:t:67865101|16:67847456-67865101:+	NUTF2	chr16:NUTF2:t:67865101	t	67865101	16:67847456-67865101:+	16	67847456	67865101	+	170.1	0.197	0.25	0.122	-0.075	-0.031	-0.031	ols_slope	0.40886492089638227	0.9378044304170918	0	0	0.163	0.173	0.238	0.264	0.331	0.151	0.228	0.113	0.047	203	202	290	182	160	159	101	106	128
cadm1_dose		chr19:PTBP1:s:805187|19:805187-805491:+	PTBP1	chr19:PTBP1:s:805187	s	805187	19:805187-805491:+	19	805187	805491	+	221.9	0.474	0.465	0.4	-0.075	0.017	-0.0418	ols_slope	0.4246661704240512	0.9512522217498747	1	0	0.508	0.478	0.438	0.39	0.444	0.726	0.382	0.494	0.297	264	297	276	236	187	84	207	251	195
cadm1_dose		chr5:RPL26L1:t:172959864|5:172959007-172959864:+	RPL26L1	chr5:RPL26L1:t:172959864	t	172959864	5:172959007-172959864:+	5	172959007	172959864	+	168.8	0.5	0.326	0.425	-0.075	-0.003	-0.0395	ols_slope	0.4448571596746827	0.9553558989835146	0	0	0.562	0.594	0.37	0.298	0.242	0.504	0.465	0.384	0.438	130	155	173	205	207	131	172	216	130
cadm1_dose		chr12:SFSWAP:s:131756644|12:131756644-131766117:+	SFSWAP	chr12:SFSWAP:s:131756644	s	131756644	12:131756644-131766117:+	12	131756644	131766117	+	126.0	0.379	0.182	0.305	-0.075	-0.036	-0.0305	ols_slope	0.5864806327614206	0.983758434534779	0	0	0.404	0.327	0.408	0.269	0.17	0.135	0.151	0.488	0.317	151	171	184	78	147	111	106	82	104
cadm1_dose		chr20:FRG1BP:t:30379584|20:30377425-30379584:+	FRG1BP	chr20:FRG1BP:t:30379584	t	30379584	20:30377425-30379584:+	20	30377425	30379584	+	114.7	0.254	0.258	0.176	-0.077	-0.081	-0.0439	ols_slope	0.17823054359660714	0.845235500505905	0	0	0.293	0.263	0.22	0.14	0.349	0.274	0.159	0.115	0.238	116	118	168	86	86	146	69	113	130
cadm1_dose		chr5:HNRNPH1:t:179623164|5:179623164-179623280:-	HNRNPH1	chr5:HNRNPH1:t:179623164	t	179623164	5:179623164-179623280:-	5	179623164	179623280	-	128.6	0.119	0.113	0.042	-0.077	-0.053	-0.0283	ols_slope	0.6162351125139978	0.983758434534779	1	0	0.0	0.0	0.288	0.29	0.0	0.0	0.0	0.0	0.118	77	130	146	138	95	120	139	151	161
cadm1_dose		chr4:MRPS18C:s:83456958|4:83456958-83459739:+	MRPS18C	chr4:MRPS18C:s:83456958	s	83456958	4:83456958-83459739:+	4	83456958	83459739	+	132.6	0.642	0.567	0.563	-0.079	-0.023	-0.0211	ols_slope	0.6962219012414498	0.983758434534779	1	0	0.557	0.648	0.718	0.67	0.47	0.59	0.768	0.387	0.642	106	182	103	94	132	139	112	191	134
cadm1_dose		chr11:ANAPC15:t:72111286|11:72111286-72111441:-	ANAPC15	chr11:ANAPC15:t:72111286	t	72111286	11:72111286-72111441:-	11	72111286	72111441	-	165.7	0.203	0.124	0.12	-0.082	-0.072	-0.04	ols_slope	0.2596465973838717	0.8812248153634433	1	0	0.073	0.216	0.325	0.155	0.059	0.16	0.158	0.134	0.081	165	204	154	142	153	150	165	149	209
cadm1_dose		chr11:ANAPC15:s:72112649|11:72111286-72112649:-	ANAPC15	chr11:ANAPC15:s:72112649	s	72112649	11:72111286-72112649:-	11	72111286	72112649	-	136.8	0.213	0.205	0.132	-0.082	-0.028	-0.0481	ols_slope	0.29844390119789205	0.9150517798418184	1	0	0.345	0.211	0.109	0.161	0.117	0.353	0.121	0.042	0.213	113	166	138	149	128	119	149	119	150
cadm1_dose		chr19:TCF3:t:1611849|19:1611849-1612206:-	TCF3	chr19:TCF3:t:1611849	t	1611849	19:1611849-1612206:-	19	1611849	1612206	-	234.2	0.501	0.55	0.419	-0.082	-0.09	-0.0366	ols_slope	0.3147018000536242	0.9150517798418184	0	0	0.437	0.443	0.586	0.573	0.604	0.434	0.46	0.382	0.405	215	203	295	241	280	175	289	262	148
cadm1_dose		chr8:SNHG6:t:66922392|8:66922392-66925436:-	SNHG6	chr8:SNHG6:t:66922392	t	66922392	8:66922392-66925436:-	8	66922392	66925436	-	158.9	0.552	0.347	0.47	-0.082	-0.094	-0.0361	ols_slope	0.4967794443251414	0.9800879524166943	0	0	0.4	0.548	0.681	0.404	0.333	0.272	0.472	0.483	0.457	115	230	144	183	138	114	199	145	162
cadm1_dose		chr19:PRKCSH:s:11447618|19:11447618-11447722:+	PRKCSH	chr19:PRKCSH:s:11447618	s	11447618	19:11447618-11447722:+	19	11447618	11447722	+	128.3	0.665	0.643	0.582	-0.083	-0.047	-0.0449	ols_slope	0.18873703181308446	0.8520392980911292	1	0	0.708	0.703	0.599	0.694	0.623	0.592	0.713	0.521	0.507	96	209	182	121	122	71	122	96	136
cadm1_dose		chr8:EEF1D:s:143597347|8:143586849-143597347:-	EEF1D	chr8:EEF1D:s:143597347	s	143597347	8:143586849-143597347:-	8	143586849	143597347	-	102.2	0.159	0.129	0.076	-0.083	-0.03	-0.042	ols_slope	0.3766392962028798	0.9150517798418184	1	0	0.045	0.062	0.382	0.103	0.189	0.099	0.077	0.133	0.028	132	129	123	78	74	81	104	90	109
cadm1_dose		chr19:USF2:s:35269699|19:35269699-35270446:+	USF2	chr19:USF2:s:35269699	s	35269699	19:35269699-35270446:+	19	35269699	35270446	+	153.4	0.661	0.478	0.576	-0.085	-0.095	-0.0333	ols_slope	0.582600930373844	0.983758434534779	0	0	0.581	0.7	0.68	0.307	0.528	0.605	0.472	0.755	0.535	129	180	178	137	178	114	193	143	129
cadm1_dose		chr19:ERCC1:t:45413745|19:45413745-45413962:-	ERCC1	chr19:ERCC1:t:45413745	t	45413745	19:45413745-45413962:-	19	45413745	45413962	-	130.9	0.612	0.648	0.525	-0.087	-0.127	-0.0448	ols_slope	0.339998387820136	0.9150517798418184	0	0	0.609	0.715	0.52	0.733	0.489	0.735	0.48	0.595	0.5	87	158	175	146	133	102	152	131	94
cadm1_dose		chr5:GRK6:s:177441053|5:177441053-177441736:+	GRK6	chr5:GRK6:s:177441053	s	177441053	5:177441053-177441736:+	5	177441053	177441736	+	102.0	0.608	0.654	0.522	-0.087	-0.029	-0.035	ols_slope	0.5717022472375289	0.983758434534779	0	0	0.635	0.558	0.626	0.698	0.578	0.686	0.435	0.358	0.816	96	104	155	106	90	70	115	95	87
cadm1_dose		chrX:NAA10:t:153932584|X:153932584-153933942:-	NAA10	chrX:NAA10:t:153932584	t	153932584	X:153932584-153933942:-	X	153932584	153933942	-	266.0	0.611	0.521	0.523	-0.088	-0.112	-0.0454	ols_slope	0.20803460663498513	0.8520392980911292	0	0	0.585	0.595	0.659	0.58	0.567	0.431	0.393	0.58	0.592	195	301	208	288	263	318	272	250	299
cadm1_dose		chr19:DNM2:t:10812263|19:10808580-10812263:+	DNM2	chr19:DNM2:t:10812263	t	10812263	19:10808580-10812263:+	19	10808580	10812263	+	117.1	0.21	0.25	0.122	-0.088	-0.096	-0.0381	ols_slope	0.5115183895289286	0.983758434534779	0	0	0.022	0.327	0.253	0.147	0.18	0.424	0.141	0.029	0.203	91	110	99	109	133	118	135	136	123
cadm1_dose		chrX:FMR1:s:147943326|X:147943326-147944868:+	FMR1	chrX:FMR1:s:147943326	s	147943326	X:147943326-147944868:+	X	147943326	147944868	+	239.7	0.628	0.687	0.539	-0.089	-0.038	-0.0258	ols_slope	0.67985712076424	0.983758434534779	0	0	0.721	0.686	0.388	0.653	0.812	0.614	0.673	0.418	0.55	452	258	237	271	197	210	196	225	111
cadm1_dose		chr3:UQCC5:t:52540423|3:52534877-52540423:+	UQCC5	chr3:UQCC5:t:52540423	t	52540423	3:52534877-52540423:+	3	52534877	52540423	+	115.6	0.164	0.083	0.074	-0.09	-0.053	-0.0615	ols_slope	0.14556629770734997	0.8098539820805224	1	0	0.339	0.144	0.106	0.015	0.05	0.214	0.079	0.039	0.101	62	181	123	133	120	98	101	103	119
cadm1_dose		chr1:FLAD1:t:154992712|1:154990528-154992712:+	FLAD1	chr1:FLAD1:t:154992712	t	154992712	1:154990528-154992712:+	1	154990528	154992712	+	108.9	0.851	0.683	0.759	-0.091	-0.095	-0.0421	ols_slope	0.2331107790331681	0.8520392980911292	0	0	0.851	0.822	0.885	0.681	0.654	0.716	0.716	0.753	0.836	134	135	113	94	107	102	88	146	61
cadm1_dose		chr16:PSMB10:t:67934948|16:67934948-67935419:-	PSMB10	chr16:PSMB10:t:67934948	t	67934948	16:67934948-67935419:-	16	67934948	67935419	-	114.4	0.805	0.803	0.715	-0.091	-0.097	-0.0358	ols_slope	0.326410129406544	0.9150517798418184	1	0	0.817	0.79	0.805	0.826	0.755	0.83	0.89	0.701	0.606	191	143	118	86	102	106	73	107	104
cadm1_dose		chr5:HNRNPH1:t:179623164|5:179623164-179623594:-	HNRNPH1	chr5:HNRNPH1:t:179623164	t	179623164	5:179623164-179623594:-	5	179623164	179623594	-	128.6	0.462	0.36	0.37	-0.091	-0.121	-0.042	ols_slope	0.3389895120836622	0.9150517798418184	0	0	0.377	0.554	0.425	0.225	0.526	0.383	0.324	0.351	0.429	77	130	146	138	95	120	139	151	161
cadm1_dose		chr3:UQCC5:t:52540423|3:52536773-52540423:+	UQCC5	chr3:UQCC5:t:52540423	t	52540423	3:52536773-52540423:+	3	52536773	52540423	+	115.6	0.366	0.379	0.276	-0.091	-0.109	-0.0311	ols_slope	0.6437385085466801	0.983758434534779	0	0	0.226	0.32	0.504	0.308	0.475	0.357	0.307	0.515	0.042	62	181	123	133	120	98	101	103	119
cadm1_dose		chr16:CARMIL2:t:67657238|16:67656881-67657238:+	CARMIL2	chr16:CARMIL2:t:67657238	t	67657238	16:67656881-67657238:+	16	67656881	67657238	+	179.6	0.259	0.271	0.167	-0.092	-0.067	-0.0506	ols_slope	0.19470680501361215	0.8520392980911292	0	0	0.306	0.138	0.345	0.266	0.341	0.19	0.103	0.137	0.245	170	203	194	229	135	105	174	190	216
cadm1_dose		chr16:INO80E:t:30005220|16:30001040-30005220:+	INO80E	chr16:INO80E:t:30005220	t	30005220	16:30001040-30005220:+	16	30001040	30005220	+	169.0	0.316	0.411	0.224	-0.092	-0.091	-0.0677	ols_slope	0.27137535029267834	0.8930477206290177	0	0	0.534	0.246	0.278	0.5	0.349	0.339	0.31	0.046	0.296	116	195	299	176	126	109	145	152	203
cadm1_dose		chr2:PPP1R7:s:241166441|2:241166441-241167044:+	PPP1R7	chr2:PPP1R7:s:241166441	s	241166441	2:241166441-241167044:+	2	241166441	241167044	+	150.4	0.786	0.739	0.693	-0.093	-0.082	-0.0514	ols_slope	0.16450159011010582	0.8098539820805224	1	0	0.704	0.783	0.865	0.779	0.748	0.679	0.713	0.78	0.55	169	207	185	140	143	112	171	127	100
cadm1_dose		chr9:SURF2:t:133357710|9:133357068-133357710:+	SURF2	chr9:SURF2:t:133357710	t	133357710	9:133357068-133357710:+	9	133357068	133357710	+	148.2	0.815	0.756	0.721	-0.093	0.002	-0.0481	ols_slope	0.28162363024627646	0.8948041585129919	1	0	0.856	0.802	0.789	0.819	0.669	0.793	0.86	0.765	0.535	146	217	133	166	160	92	121	170	129
cadm1_dose		chr21:GET1:t:39390697|21:39380486-39390697:+	GET1	chr21:GET1:t:39390697	t	39390697	21:39380486-39390697:+	21	39380486	39390697	+	114.4	0.742	0.762	0.648	-0.094	-0.054	-0.0612	ols_slope	0.14233475619987054	0.8098539820805224	0	0	0.862	0.734	0.707	0.737	0.901	0.65	0.596	0.697	0.642	65	154	188	118	101	100	104	119	81
cadm1_dose		chr19:TCF3:s:1615685|19:1615520-1615685:-	TCF3	chr19:TCF3:s:1615685	s	1615685	19:1615520-1615685:-	19	1615520	1615685	-	187.0	0.403	0.387	0.308	-0.095	-0.072	-0.0539	ols_slope	0.1360946763888833	0.8098539820805224	1	0	0.514	0.329	0.399	0.473	0.388	0.256	0.306	0.333	0.279	179	258	233	188	178	125	209	177	136
cadm1_dose		chr5:SRP19:s:112864732|5:112864732-112867403:+	SRP19	chr5:SRP19:s:112864732	s	112864732	5:112864732-112867403:+	5	112864732	112867403	+	105.2	0.973	0.862	0.878	-0.095	-0.097	-0.0496	ols_slope	0.11579498469625654	0.8098539820805224	0	0	0.976	0.948	1.0	0.852	0.78	1.0	0.897	0.879	0.852	127	97	67	108	123	81	145	91	108
cadm1_dose		chr16:GSPT1:s:11897839|16:11896785-11897839:-	GSPT1	chr16:GSPT1:s:11897839	s	11897839	16:11896785-11897839:-	16	11896785	11897839	-	125.3	0.917	0.89	0.822	-0.095	-0.095	-0.0409	ols_slope	0.24060384337790625	0.8520392980911292	1	0	0.971	0.952	0.842	0.963	0.949	0.788	0.835	0.76	0.925	105	124	133	80	138	137	109	196	106
cadm1_dose		chr14:ENSG00000288044:t:24298613|14:24292600-24298613:+	ENSG00000288044	chr14:ENSG00000288044:t:24298613	t	24298613	14:24292600-24298613:+	14	24292600	24298613	+	102.9	0.313	0.251	0.218	-0.095	-0.103	-0.0465	ols_slope	0.4062582682719934	0.9378044304170918	1	0	0.06	0.508	0.363	0.212	0.292	0.267	0.148	0.274	0.229	67	61	102	165	113	101	108	113	96
cadm1_dose		chr7:DBNL:s:44058280|7:44058280-44058428:+	DBNL	chr7:DBNL:s:44058280	s	44058280	7:44058280-44058428:+	7	44058280	44058428	+	130.0	0.386	0.256	0.29	-0.097	-0.144	-0.043	ols_slope	0.4355917972222657	0.9553558989835146	0	0	0.292	0.282	0.556	0.16	0.214	0.434	0.383	0.212	0.277	113	117	135	150	131	113	133	137	141
cadm1_dose		chrX:EOLA2:t:149937480|X:149937480-149938192:-	EOLA2	chrX:EOLA2:t:149937480	t	149937480	X:149937480-149938192:-	X	149937480	149938192	-	126.2	0.813	0.752	0.713	-0.1	-0.151	-0.0486	ols_slope	0.20740890818281063	0.8520392980911292	1	0	0.787	0.742	0.905	0.674	0.898	0.701	0.688	0.673	0.782	80	120	116	141	128	147	109	162	133
cadm1_dose		chr12:OS9:t:57718992|12:57718376-57718992:+	OS9	chr12:OS9:t:57718992	t	57718992	12:57718376-57718992:+	12	57718376	57718992	+	137.0	0.213	0.303	0.113	-0.1	-0.038	-0.0375	ols_slope	0.3723509099710867	0.9150517798418184	0	0	0.088	0.283	0.2	0.323	0.267	0.302	0.093	0.098	0.155	91	198	185	201	116	116	97	132	97
cadm1_dose		chr7:GIGYF1:t:100681771|7:100681771-100682071:-	GIGYF1	chr7:GIGYF1:t:100681771	t	100681771	7:100681771-100682071:-	7	100681771	100682071	-	103.2	0.147	0.12	0.045	-0.102	-0.056	-0.063	ols_slope	0.07288025034940637	0.8098539820805224	1	0	0.132	0.309	0.086	0.058	0.179	0.09	0.046	0.02	0.082	114	81	186	69	112	78	130	98	61
cadm1_dose		chr2:MRPL33:s:27772692|2:27772692-27774423:+	MRPL33	chr2:MRPL33:s:27772692	s	27772692	2:27772692-27774423:+	2	27772692	27774423	+	122.0	0.454	0.473	0.352	-0.102	-0.156	-0.0641	ols_slope	0.21675974607268547	0.8520392980911292	0	0	0.644	0.477	0.288	0.467	0.425	0.537	0.333	0.429	0.262	87	130	118	167	127	108	111	147	103
cadm1_dose		chr12:TMEM106C:t:47964208|12:47963704-47964208:+	TMEM106C	chr12:TMEM106C:t:47964208	t	47964208	12:47963704-47964208:+	12	47963704	47964208	+	124.2	0.395	0.341	0.293	-0.102	-0.144	-0.0521	ols_slope	0.23353106031814083	0.8520392980911292	1	0	0.504	0.299	0.392	0.391	0.429	0.165	0.239	0.33	0.313	133	147	148	133	119	97	117	109	115
cadm1_dose		chr7:BUD23:s:73687095|7:73687095-73692595:+	BUD23	chr7:BUD23:s:73687095	s	73687095	7:73687095-73692595:+	7	73687095	73692595	+	102.1	0.164	0.058	0.061	-0.103	-0.102	-0.0433	ols_slope	0.22190157610649264	0.8520392980911292	0	0	0.017	0.133	0.284	0.076	0.041	0.056	0.011	0.074	0.09	58	120	102	118	121	90	88	122	100
cadm1_dose		chr19:ERCC1:s:45414860|19:45414034-45414860:-	ERCC1	chr19:ERCC1:s:45414860	s	45414860	19:45414034-45414860:-	19	45414034	45414860	-	107.4	0.617	0.641	0.514	-0.103	-0.146	-0.0607	ols_slope	0.35627821740678006	0.9150517798418184	0	0	0.617	0.793	0.469	0.766	0.394	0.703	0.504	0.606	0.405	60	121	143	141	94	91	129	109	79
cadm1_dose		chr16:ZNF598:t:2001191|16:2001191-2001591:-	ZNF598	chr16:ZNF598:t:2001191	t	2001191	16:2001191-2001591:-	16	2001191	2001591	-	126.9	0.221	0.332	0.116	-0.104	-0.093	-0.0683	ols_slope	0.2303228957192998	0.8520392980911292	0	0	0.384	0.097	0.234	0.286	0.4	0.298	0.068	0.038	0.199	86	144	291	119	110	57	147	52	136
cadm1_dose		chr16:RPS15A:t:18789118|16:18789118-18789896:-	RPS15A	chr16:RPS15A:t:18789118	t	18789118	16:18789118-18789896:-	16	18789118	18789896	-	186.9	0.285	0.219	0.18	-0.104	-0.069	-0.0388	ols_slope	0.30429789163023946	0.9150517798418184	1	0	0.18	0.26	0.372	0.183	0.259	0.215	0.178	0.322	0.08	133	269	234	197	193	135	174	146	201
cadm1_dose		chr1:LINC02609:t:90832196|1:90832196-90851482:-	LINC02609	chr1:LINC02609:t:90832196	t	90832196	1:90832196-90851482:-	1	90832196	90851482	-	110.4	0.902	0.931	0.797	-0.105	-0.037	-0.0524	ols_slope	0.0965141777970289	0.8098539820805224	0	0	0.872	0.954	0.88	0.959	0.938	0.899	0.773	0.883	0.736	86	87	83	123	96	129	141	128	121
cadm1_dose		chr9:ENTR1:t:136407938|9:136407938-136410327:-	ENTR1	chr9:ENTR1:t:136407938	t	136407938	9:136407938-136410327:-	9	136407938	136410327	-	115.9	0.151	0.125	0.046	-0.105	-0.167	-0.0586	ols_slope	0.07524394409428717	0.8098539820805224	1	0	0.101	0.245	0.15	0.04	0.224	0.107	0.049	0.095	0.0	99	53	120	149	152	122	162	84	102
cadm1_dose		chr6:RNF8:s:37371574|6:37371574-37376925:+	RNF8	chr6:RNF8:s:37371574	s	37371574	6:37371574-37376925:+	6	37371574	37376925	+	173.4	0.192	0.066	0.087	-0.105	-0.063	-0.0542	ols_slope	0.253011405794418	0.8652603801213684	0	0	0.19	0.054	0.335	0.0	0.175	0.0	0.13	0.104	0.021	147	166	161	163	177	128	215	212	192
