contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_Ris_dose_25mM-1	psi_Ris_dose_25mM-2	psi_Ris_dose_25mM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_Ris_dose_25mM-1	n_Ris_dose_25mM-2	n_Ris_dose_25mM-3
ris_low		chr16:KNOP1:t:19710586|16:19710586-19711371:-	KNOP1	chr16:KNOP1:t:19710586	t	19710586	16:19710586-19711371:-	16	19710586	19711371	-	130.8	0.887		0.735	-0.151	-0.114		welch	0.22862635356191277	0.9646329354635802	0	0	0.878	0.856	0.942	0.69	0.917	0.667	139	181	121	116	84	144
ris_low		chr7:DBNL:s:44058280|7:44058280-44058428:+	DBNL	chr7:DBNL:s:44058280	s	44058280	7:44058280-44058428:+	7	44058280	44058428	+	121.2	0.386		0.232	-0.154	-0.106		welch	0.21954807832820944	0.9646329354635802	0	0	0.292	0.282	0.556	0.159	0.081	0.358	113	117	135	126	74	162
ris_low		chr1:ACOT7:s:6327298|1:6318578-6327298:-	ACOT7	chr1:ACOT7:s:6327298	s	6327298	1:6318578-6327298:-	1	6318578	6327298	-	139.2	1.0		0.843	-0.157			welch	0.34160425090467367	0.9646329354635802	0	0	1.0	1.0	1.0	1.0	0.959	0.732	145	108	250	56	97	179
ris_low		chr1:ACOT7:t:6318578|1:6318578-6327298:-	ACOT7	chr1:ACOT7:t:6318578	t	6318578	1:6318578-6327298:-	1	6318578	6327298	-	139.2	1.0		0.843	-0.157			welch	0.34160425090467367	0.9646329354635802	0	0	1.0	1.0	1.0	1.0	0.959	0.732	145	108	250	56	97	179
ris_low		chr16:KARS1:t:75641723|16:75641723-75647577:-	KARS1	chr16:KARS1:t:75641723	t	75641723	16:75641723-75647577:-	16	75641723	75647577	-	139.2	0.7		0.539	-0.161	-0.139		welch	0.3175436541884112	0.9646329354635802	0	0	0.673	0.776	0.608	0.476	0.72	0.559	107	214	143	185	50	136
ris_low		chr17:AURKB:t:8207840|17:8207840-8210176:-	AURKB	chr17:AURKB:t:8207840	t	8207840	17:8207840-8210176:-	17	8207840	8210176	-	136.7	0.763		0.599	-0.164	-0.107		welch	0.07427874243378522	0.9646329354635802	0	0	0.687	0.83	0.755	0.607	0.692	0.547	115	153	208	140	65	139
ris_low		chr8:EEF1D:t:143586852|8:143586852-143597347:-	EEF1D	chr8:EEF1D:t:143586852	t	143586852	8:143586852-143597347:-	8	143586852	143597347	-	141.8	0.627		0.445	-0.181	-0.167		welch	0.11515704986876082	0.9646329354635802	1	0	0.795	0.529	0.58	0.349	0.47	0.477	156	210	119	83	151	132
ris_low		chr12:PYM1:t:55903480|12:55903480-55927075:-	PYM1	chr12:PYM1:t:55903480	t	55903480	12:55903480-55927075:-	12	55903480	55927075	-	109.7	0.245		0.062	-0.182	-0.191		welch	0.07807371733238126	0.9646329354635802	1	0	0.363	0.151	0.272	0.05	0.053	0.079	91	152	125	100	76	114
ris_low		chr11:SF1:t:64765518|11:64765518-64766899:-	SF1	chr11:SF1:t:64765518	t	64765518	11:64765518-64766899:-	11	64765518	64766899	-	113.0	0.893		0.706	-0.187	-0.206		welch	0.0202213282456714	0.9646329354635802	1	0	0.929	0.946	0.817	0.675	0.653	0.763	84	130	131	126	72	135
ris_low		chrX:HUWE1:t:53542539|X:53542539-53543885:-	HUWE1	chrX:HUWE1:t:53542539	t	53542539	X:53542539-53543885:-	X	53542539	53543885	-	107.8	0.429		0.239	-0.19	-0.12		welch	0.019754654028090464	0.9646329354635802	1	0	0.38	0.444	0.446	0.177	0.299	0.261	79	108	121	124	77	138
ris_low		chrX:CITED1:t:72302934|X:72302934-72307024:-	CITED1	chrX:CITED1:t:72302934	t	72302934	X:72302934-72307024:-	X	72302934	72307024	-	196.8	0.499		0.298	-0.201	-0.115		welch	0.08829457390470559	0.9646329354635802	0	0	0.556	0.407	0.556	0.209	0.277	0.442	214	295	259	163	130	120
ris_low		chr4:OCIAD1:t:48832619|4:48831249-48832619:+	OCIAD1	chr4:OCIAD1:t:48832619	t	48832619	4:48831249-48832619:+	4	48831249	48832619	+	104.5	0.773		0.565	-0.208	-0.175		welch	0.08265858520415988	0.9646329354635802	0	0	0.881	0.771	0.66	0.452	0.5	0.69	109	153	103	104	42	116
ris_low		chr16:GSPT1:s:11897839|16:11896785-11897839:-	GSPT1	chr16:GSPT1:s:11897839	s	11897839	16:11896785-11897839:-	16	11896785	11897839	-	107.7	0.917		0.701	-0.216	-0.157		welch	0.2163433730390321	0.9646329354635802	0	0	0.971	0.952	0.842	0.78	0.905	0.571	105	124	133	109	42	133
ris_low		chr16:HIRIP3:t:29993808|16:29993808-29993905:-	HIRIP3	chr16:HIRIP3:t:29993808	t	29993808	16:29993808-29993905:-	16	29993808	29993905	-	119.0	0.69		0.446	-0.243	-0.19		welch	0.057104200224456836	0.9646329354635802	1	0	0.683	0.739	0.638	0.37	0.376	0.583	104	153	130	127	85	115
ris_low		chrX:NONO:t:71290628|X:71284453-71290628:+	NONO	chrX:NONO:t:71290628	t	71290628	X:71284453-71290628:+	X	71284453	71290628	+	101.8	0.837		0.575	-0.262	-0.271		welch	0.003395726130422636	0.48106120180987344	1	0	0.802	0.888	0.798	0.569	0.629	0.532	111	169	124	58	70	79
ris_low		chr7:SRRT:s:100885040|7:100885040-100885212:+	SRRT	chr7:SRRT:s:100885040	s	100885040	7:100885040-100885212:+	7	100885040	100885212	+	141.8	0.714		0.398	-0.316	-0.288		welch	0.0020821326774774296	0.4424531939639538	1	0	0.727	0.68	0.744	0.463	0.395	0.358	121	181	160	121	81	187
