comparison	gene_id	symbol	mean_log2_reference	mean_log2_truseq	deviation_log2	direction	histone_replication_dependent	mrna_length_nt
TruSeq vs BOBseq	ENSG00000172409	CLP1	2.384	5.394	2.612	over-represented in TruSeq	0	1684
TruSeq vs BOBseq	ENSG00000172466	ZNF24	3.923	6.63	2.309	over-represented in TruSeq	0	6310
TruSeq vs BOBseq	ENSG00000172586	CHCHD1	8.383	6.738	-2.043	under-represented in TruSeq	0	880
TruSeq vs BOBseq	ENSG00000172663	TMEM134	6.892	5.119	-2.171	under-represented in TruSeq	0	622
TruSeq vs BOBseq	ENSG00000172830	SSH3	4.915	2.79	-2.523	under-represented in TruSeq	0	2056
TruSeq vs BOBseq	ENSG00000172922	RNASEH2C	9.035	7.046	-2.387	under-represented in TruSeq	0	2152
TruSeq vs BOBseq	ENSG00000172932	ANKRD13D	6.659	3.714	-3.343	under-represented in TruSeq	0	1822
TruSeq vs BOBseq	ENSG00000173221	GLRX	2.741	5.161	2.021	over-represented in TruSeq	0	743
TruSeq vs BOBseq	ENSG00000173226	IQCB1	3.505	6.274	2.371	over-represented in TruSeq	0	1770
TruSeq vs BOBseq	ENSG00000173457	PPP1R14B	10.809	9.074	-2.133	under-represented in TruSeq	0	926
TruSeq vs BOBseq	ENSG00000173486	FKBP2	11.055	7.09	-4.363	under-represented in TruSeq	0	579
TruSeq vs BOBseq	ENSG00000173511	VEGFB	8.842	5.432	-3.808	under-represented in TruSeq	0	889
TruSeq vs BOBseq	ENSG00000173581	CCDC106	6.513	4.883	-2.028	under-represented in TruSeq	0	1219
TruSeq vs BOBseq	ENSG00000173812	EIF1	6.821	10.066	2.847	over-represented in TruSeq	0	1004
TruSeq vs BOBseq	ENSG00000173898	SPTBN2	7.76	4.557	-3.602	under-represented in TruSeq	0	4016
TruSeq vs BOBseq	ENSG00000173915	ATP5MK	6.637	9.874	2.839	over-represented in TruSeq	0	387
TruSeq vs BOBseq	ENSG00000174099	MSRB3	5.174	3.533	-2.038	under-represented in TruSeq	0	3661
TruSeq vs BOBseq	ENSG00000174173	TRMT10C	4.298	6.813	2.117	over-represented in TruSeq	0	1596
TruSeq vs BOBseq	ENSG00000174238	PITPNA	4.052	6.832	2.381	over-represented in TruSeq	0	942
TruSeq vs BOBseq	ENSG00000174276	ZNHIT2	7.085	4.848	-2.635	under-represented in TruSeq	0	1199
TruSeq vs BOBseq	ENSG00000174437	ATP2A2	3.92	7.234	2.915	over-represented in TruSeq	0	4580
TruSeq vs BOBseq	ENSG00000174606	ANGEL2	2.421	5.121	2.302	over-represented in TruSeq	0	3502
TruSeq vs BOBseq	ENSG00000174695	TMEM167A	3.218	6.556	2.94	over-represented in TruSeq	0	1851
TruSeq vs BOBseq	ENSG00000174744	BRMS1	9.319	6.853	-2.863	under-represented in TruSeq	0	1381
TruSeq vs BOBseq	ENSG00000174775	HRAS	9.307	7.196	-2.509	under-represented in TruSeq	0	1841
TruSeq vs BOBseq	ENSG00000174842	GLMN	2.65	5.609	2.562	over-represented in TruSeq	0	1486
TruSeq vs BOBseq	ENSG00000175216	CKAP5	3.347	7.071	3.325	over-represented in TruSeq	0	3648
TruSeq vs BOBseq	ENSG00000175376	EIF1AD	3.412	5.998	2.188	over-represented in TruSeq	0	1629
TruSeq vs BOBseq	ENSG00000175416	CLTB	9.809	7.31	-2.897	under-represented in TruSeq	0	1098
TruSeq vs BOBseq	ENSG00000175467	SART1	8.174	6.1	-2.472	under-represented in TruSeq	0	2344
TruSeq vs BOBseq	ENSG00000175550	DRAP1	10.95	8.012	-3.336	under-represented in TruSeq	0	728
TruSeq vs BOBseq	ENSG00000175602	CCDC85B	10.242	6.641	-3.999	under-represented in TruSeq	0	963
TruSeq vs BOBseq	ENSG00000175701	MTLN	7.194	4.876	-2.716	under-represented in TruSeq	0	439
TruSeq vs BOBseq	ENSG00000175745	NR2F1	8.827	5.504	-3.721	under-represented in TruSeq	0	2290
TruSeq vs BOBseq	ENSG00000175756	AURKAIP1	10.818	8.272	-2.944	under-represented in TruSeq	0	812
TruSeq vs BOBseq	ENSG00000176058	TPRN	6.06	4.131	-2.328	under-represented in TruSeq	0	1617
TruSeq vs BOBseq	ENSG00000176170	SPHK1	4.179	2.487	-2.09	under-represented in TruSeq	0	1733
TruSeq vs BOBseq	ENSG00000176261	ZBTB8OS	3.377	6.957	3.183	over-represented in TruSeq	0	585
TruSeq vs BOBseq	ENSG00000176407	KCMF1	2.452	5.637	2.787	over-represented in TruSeq	0	2012
TruSeq vs BOBseq	ENSG00000176531	PHLDB3	5.94	3.494	-2.844	under-represented in TruSeq	0	1677
TruSeq vs BOBseq	ENSG00000176946	THAP4	8.082	6.133	-2.347	under-represented in TruSeq	0	1932
TruSeq vs BOBseq	ENSG00000176978	DPP7	4.926	2.573	-2.752	under-represented in TruSeq	0	1180
TruSeq vs BOBseq	ENSG00000177156	TALDO1	10.551	8.322	-2.627	under-represented in TruSeq	0	1116
TruSeq vs BOBseq	ENSG00000177508	IRX3	5.554	2.971	-2.981	under-represented in TruSeq	0	702
TruSeq vs BOBseq	ENSG00000177548	RABEP2	5.394	3.717	-2.074	under-represented in TruSeq	0	1237
TruSeq vs BOBseq	ENSG00000177613	CSTF2T	5.105	3.363	-2.14	under-represented in TruSeq	0	4110
TruSeq vs BOBseq	ENSG00000177889	UBE2N	5.039	8.318	2.88	over-represented in TruSeq	0	1275
TruSeq vs BOBseq	ENSG00000178053	MLF1	2.096	5.91	3.417	over-represented in TruSeq	0	1210
TruSeq vs BOBseq	ENSG00000178381	ZFAND2A	6.962	5.019	-2.341	under-represented in TruSeq	0	670
TruSeq vs BOBseq	ENSG00000178695	KCTD12	3.246	6.44	2.796	over-represented in TruSeq	0	6231
TruSeq vs BOBseq	ENSG00000178773	CPNE7	4.428	2.794	-2.033	under-represented in TruSeq	0	914
TruSeq vs BOBseq	ENSG00000178821	TMEM52	6.287	1.941	-4.744	under-represented in TruSeq	0	1106
TruSeq vs BOBseq	ENSG00000178913	TAF7	3.79	6.569	2.381	over-represented in TruSeq	0	2248
TruSeq vs BOBseq	ENSG00000178922	HYI	7.049	3.948	-3.5	under-represented in TruSeq	0	999
TruSeq vs BOBseq	ENSG00000179021	C3orf38	2.849	5.415	2.169	over-represented in TruSeq	0	1939
TruSeq vs BOBseq	ENSG00000179041	RRS1	8.948	6.72	-2.626	under-represented in TruSeq	0	1720
TruSeq vs BOBseq	ENSG00000179085	DPM3	8.646	6.158	-2.886	under-represented in TruSeq	0	479
TruSeq vs BOBseq	ENSG00000179271	GADD45GIP1	9.785	6.142	-4.042	under-represented in TruSeq	0	1769
TruSeq vs BOBseq	ENSG00000179364	PACS2	6.271	4.452	-2.217	under-represented in TruSeq	0	2926
TruSeq vs BOBseq	ENSG00000179403	VWA1	4.978	2.773	-2.603	under-represented in TruSeq	0	1806
TruSeq vs BOBseq	ENSG00000179859	RNF227	5.035	2.572	-2.86	under-represented in TruSeq	0	2294
TruSeq vs BOBseq	ENSG00000180596	H2BC4	6.424	1.303	-5.519	under-represented in TruSeq	1	475
TruSeq vs BOBseq	ENSG00000180806	HOXC9	7.316	5.106	-2.608	under-represented in TruSeq	0	916
TruSeq vs BOBseq	ENSG00000181029	TRAPPC5	10.075	7.142	-3.331	under-represented in TruSeq	0	498
TruSeq vs BOBseq	ENSG00000181061	HIGD1A	4.451	8.562	3.713	over-represented in TruSeq	0	1151
TruSeq vs BOBseq	ENSG00000182117	NOP10	5.534	8.732	2.8	over-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000182149	IST1	5.059	7.721	2.264	over-represented in TruSeq	0	1272
TruSeq vs BOBseq	ENSG00000182196	ARL6IP4	11.56	8.422	-3.536	under-represented in TruSeq	0	874
TruSeq vs BOBseq	ENSG00000182220	ATP6AP2	4.467	6.927	2.062	over-represented in TruSeq	0	1800
TruSeq vs BOBseq	ENSG00000182481	KPNA2	6.302	9.013	2.313	over-represented in TruSeq	0	1989
TruSeq vs BOBseq	ENSG00000182518	VCF2	2.102	5.564	3.064	over-represented in TruSeq	0	1075
TruSeq vs BOBseq	ENSG00000182718	ANXA2	4.552	7.079	2.128	over-represented in TruSeq	0	1481
TruSeq vs BOBseq	ENSG00000182871	COL18A1	6.064	4.444	-2.018	under-represented in TruSeq	0	3228
TruSeq vs BOBseq	ENSG00000183020	AP2A2	8.882	6.326	-2.955	under-represented in TruSeq	0	2199
TruSeq vs BOBseq	ENSG00000183291	SELENOF	4.028	8.748	4.322	over-represented in TruSeq	0	1098
TruSeq vs BOBseq	ENSG00000183336	BOLA2	11.218	8.838	-2.778	under-represented in TruSeq	0	398
TruSeq vs BOBseq	ENSG00000183605	SFXN4	7.865	6.138	-2.126	under-represented in TruSeq	0	1397
TruSeq vs BOBseq	ENSG00000184007	PTP4A2	4.673	7.652	2.58	over-represented in TruSeq	0	1522
TruSeq vs BOBseq	ENSG00000184110	EIF3C	10.808	8.53	-2.676	under-represented in TruSeq	0	1544
TruSeq vs BOBseq	ENSG00000184209	SNRNP35	7.689	5.773	-2.314	under-represented in TruSeq	0	1008
TruSeq vs BOBseq	ENSG00000184260	H2AC20	6.001	0.954	-5.445	under-represented in TruSeq	1	494
TruSeq vs BOBseq	ENSG00000184277	TM2D3	4.356	6.902	2.147	over-represented in TruSeq	0	1336
TruSeq vs BOBseq	ENSG00000184281	TSSC4	7.735	6.024	-2.109	under-represented in TruSeq	0	1180
TruSeq vs BOBseq	ENSG00000184368	MAP7D2	5.657	3.919	-2.135	under-represented in TruSeq	0	3500
TruSeq vs BOBseq	ENSG00000184428	TOP1MT	7.958	5.543	-2.813	under-represented in TruSeq	0	1578
TruSeq vs BOBseq	ENSG00000184432	COPB2	3.877	7.186	2.911	over-represented in TruSeq	0	3758
TruSeq vs BOBseq	ENSG00000184481	FOXO4	5.628	3.661	-2.365	under-represented in TruSeq	0	3464
TruSeq vs BOBseq	ENSG00000184515	BEX5	6.063	3.877	-2.584	under-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000184575	XPOT	3.591	7.078	3.089	over-represented in TruSeq	0	4098
TruSeq vs BOBseq	ENSG00000184634	MED12	6.303	4.404	-2.297	under-represented in TruSeq	0	5708
TruSeq vs BOBseq	ENSG00000184857	TMEM186	4.692	3.057	-2.033	under-represented in TruSeq	0	1426
TruSeq vs BOBseq	ENSG00000185009	AP3M1	2.231	5.904	3.276	over-represented in TruSeq	0	4401
TruSeq vs BOBseq	ENSG00000185187	SIGIRR	6.491	4.867	-2.022	under-represented in TruSeq	0	1335
TruSeq vs BOBseq	ENSG00000185201	IFITM2	6.624	3.779	-3.243	under-represented in TruSeq	0	734
TruSeq vs BOBseq	ENSG00000185238	PRMT3	3.051	6.281	2.832	over-represented in TruSeq	0	2372
TruSeq vs BOBseq	ENSG00000185298	CCDC137	7.727	6.012	-2.113	under-represented in TruSeq	0	1713
TruSeq vs BOBseq	ENSG00000185347	TEDC1	6.886	4.968	-2.316	under-represented in TruSeq	0	1488
TruSeq vs BOBseq	ENSG00000185432	TMT1A	5.035	2.981	-2.452	under-represented in TruSeq	0	2845
TruSeq vs BOBseq	ENSG00000185453	ZSWIM9	5.171	2.87	-2.699	under-represented in TruSeq	0	2160
TruSeq vs BOBseq	ENSG00000185619	PCGF3	7.143	5.469	-2.073	under-represented in TruSeq	0	3706
TruSeq vs BOBseq	ENSG00000185721	DRG1	4.756	8.159	3.005	over-represented in TruSeq	0	1530
TruSeq vs BOBseq	ENSG00000185798	WDR53	2.153	4.667	2.117	over-represented in TruSeq	0	868
TruSeq vs BOBseq	ENSG00000185885	IFITM1	4.317	2.411	-2.303	under-represented in TruSeq	0	596
TruSeq vs BOBseq	ENSG00000186063	AIDA	2.111	5.866	3.357	over-represented in TruSeq	0	1935
TruSeq vs BOBseq	ENSG00000186141	POLR3C	3.273	6.09	2.419	over-represented in TruSeq	0	2194
TruSeq vs BOBseq	ENSG00000186193	SAPCD2	6.219	3.821	-2.795	under-represented in TruSeq	0	3814
TruSeq vs BOBseq	ENSG00000186625	KATNA1	3.144	5.673	2.131	over-represented in TruSeq	0	1524
TruSeq vs BOBseq	ENSG00000186660	ZFP91	2.569	5.421	2.455	over-represented in TruSeq	0	5776
TruSeq vs BOBseq	ENSG00000186792	HYAL3	4.619	2.873	-2.145	under-represented in TruSeq	0	1049
TruSeq vs BOBseq	ENSG00000186907	RTN4RL2	5.46	3.671	-2.187	under-represented in TruSeq	0	1450
TruSeq vs BOBseq	ENSG00000187186		5.194	3.453	-2.139	under-represented in TruSeq	0	394
TruSeq vs BOBseq	ENSG00000187514	PTMA	13.525	11.91	-2.013	under-represented in TruSeq	0	1122
TruSeq vs BOBseq	ENSG00000187522	HSPA14	3.748	6.313	2.167	over-represented in TruSeq	0	1672
TruSeq vs BOBseq	ENSG00000187555	USP7	4.581	7.143	2.164	over-represented in TruSeq	0	1670
TruSeq vs BOBseq	ENSG00000187608	ISG15	5.825	2.181	-4.042	under-represented in TruSeq	0	701
TruSeq vs BOBseq	ENSG00000187634	SAMD11	7.398	5.221	-2.575	under-represented in TruSeq	0	1953
TruSeq vs BOBseq	ENSG00000187736	NHEJ1	2.481	5.031	2.152	over-represented in TruSeq	0	2506
TruSeq vs BOBseq	ENSG00000187772	LIN28B	2.478	5.49	2.614	over-represented in TruSeq	0	5430
TruSeq vs BOBseq	ENSG00000187837	H1-2	8.14	4.384	-4.154	under-represented in TruSeq	1	820
TruSeq vs BOBseq	ENSG00000187867	PALM3	5.763	2.982	-3.179	under-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000188176	SMTNL2	3.905	2.292	-2.011	under-represented in TruSeq	0	1267
TruSeq vs BOBseq	ENSG00000188290	HES4	8.1	6.033	-2.466	under-represented in TruSeq	0	962
TruSeq vs BOBseq	ENSG00000188313	PLSCR1	2.752	5.378	2.228	over-represented in TruSeq	0	966
TruSeq vs BOBseq	ENSG00000188343	CIBAR1	3.038	5.902	2.467	over-represented in TruSeq	0	970
TruSeq vs BOBseq	ENSG00000188529	SRSF10	5.401	7.821	2.022	over-represented in TruSeq	0	1722
TruSeq vs BOBseq	ENSG00000188612	SUMO2	6.979	9.867	2.49	over-represented in TruSeq	0	767
TruSeq vs BOBseq	ENSG00000189043	NDUFA4	4.799	7.518	2.321	over-represented in TruSeq	0	1100
TruSeq vs BOBseq	ENSG00000189046	ALKBH2	8.587	6.396	-2.59	under-represented in TruSeq	0	950
TruSeq vs BOBseq	ENSG00000189171	S100A13	9.141	6.824	-2.715	under-represented in TruSeq	0	731
TruSeq vs BOBseq	ENSG00000189306	RRP7A	9.436	7.725	-2.109	under-represented in TruSeq	0	926
TruSeq vs BOBseq	ENSG00000189376	C8orf76	2.973	5.971	2.601	over-represented in TruSeq	0	874
TruSeq vs BOBseq	ENSG00000196072	BLOC1S2	3.325	5.977	2.254	over-represented in TruSeq	0	1677
TruSeq vs BOBseq	ENSG00000196118	CFAP119	6.017	4.4	-2.015	under-represented in TruSeq	0	815
TruSeq vs BOBseq	ENSG00000196199	MPHOSPH8	6.798	4.676	-2.52	under-represented in TruSeq	0	3379
TruSeq vs BOBseq	ENSG00000196235	SUPT5H	8.779	6.924	-2.253	under-represented in TruSeq	0	3005
TruSeq vs BOBseq	ENSG00000196262	PPIA	9.942	12.403	2.063	over-represented in TruSeq	0	654
TruSeq vs BOBseq	ENSG00000196290	NIF3L1	3.284	5.956	2.273	over-represented in TruSeq	0	1387
TruSeq vs BOBseq	ENSG00000196305	IARS1	3.735	7.861	3.728	over-represented in TruSeq	0	4360
TruSeq vs BOBseq	ENSG00000196405	EVL	7.698	5.691	-2.405	under-represented in TruSeq	0	1457
TruSeq vs BOBseq	ENSG00000196453	ZNF777	6.041	4.141	-2.298	under-represented in TruSeq	0	3172
TruSeq vs BOBseq	ENSG00000196507	TCEAL3	7.034	1.585	-5.847	under-represented in TruSeq	0	1081
TruSeq vs BOBseq	ENSG00000196535	MYO18A	5.655	3.581	-2.472	under-represented in TruSeq	0	2670
TruSeq vs BOBseq	ENSG00000196591	HDAC2	6.614	9.015	2.002	over-represented in TruSeq	0	1557
TruSeq vs BOBseq	ENSG00000196693	ZNF33B	1.548	4.563	2.617	over-represented in TruSeq	0	3557
TruSeq vs BOBseq	ENSG00000196747	H2AC13	4.923	1.333	-3.988	under-represented in TruSeq	1	495
TruSeq vs BOBseq	ENSG00000196843	ARID5A	4.989	3.352	-2.035	under-represented in TruSeq	0	1931
TruSeq vs BOBseq	ENSG00000197045	GMFB	2.722	5.944	2.824	over-represented in TruSeq	0	3623
TruSeq vs BOBseq	ENSG00000197061	H4C3	7.708	1.481	-6.624	under-represented in TruSeq	1	405
TruSeq vs BOBseq	ENSG00000197114	ZGPAT	6.44	4.158	-2.68	under-represented in TruSeq	0	2119
TruSeq vs BOBseq	ENSG00000197170	PSMD12	4.936	7.57	2.236	over-represented in TruSeq	0	2116
TruSeq vs BOBseq	ENSG00000197223	C1D	2.588	6.163	3.177	over-represented in TruSeq	0	1206
TruSeq vs BOBseq	ENSG00000197498	RPF2	4.465	7.215	2.352	over-represented in TruSeq	0	1459
TruSeq vs BOBseq	ENSG00000197530	MIB2	6.505	3.878	-3.025	under-represented in TruSeq	0	2287
TruSeq vs BOBseq	ENSG00000197548	ATG7	2.875	5.304	2.03	over-represented in TruSeq	0	1785
TruSeq vs BOBseq	ENSG00000197601	FAR1	2.414	6.28	3.468	over-represented in TruSeq	0	4001
TruSeq vs BOBseq	ENSG00000197713	RPE	2.767	6.38	3.215	over-represented in TruSeq	0	1849
TruSeq vs BOBseq	ENSG00000197766	CFD	6.235	4.307	-2.326	under-represented in TruSeq	0	826
TruSeq vs BOBseq	ENSG00000197771	MCMBP	3.615	6.927	2.915	over-represented in TruSeq	0	3101
TruSeq vs BOBseq	ENSG00000197798	FAM118B	2.492	5.104	2.213	over-represented in TruSeq	0	1839
TruSeq vs BOBseq	ENSG00000197894	ADH5	5.144	7.731	2.19	over-represented in TruSeq	0	1661
TruSeq vs BOBseq	ENSG00000197930	ERO1A	2.756	5.702	2.548	over-represented in TruSeq	0	4082
TruSeq vs BOBseq	ENSG00000197965	MPZL1	4.229	6.7	2.072	over-represented in TruSeq	0	2160
TruSeq vs BOBseq	ENSG00000198056	PRIM1	3.115	6.44	2.926	over-represented in TruSeq	0	1314
TruSeq vs BOBseq	ENSG00000198060	MARCHF5	3.081	5.609	2.13	over-represented in TruSeq	0	2382
TruSeq vs BOBseq	ENSG00000198130	HIBCH	2.247	5.359	2.714	over-represented in TruSeq	0	1171
TruSeq vs BOBseq	ENSG00000198171	DDRGK1	9.193	6.927	-2.664	under-represented in TruSeq	0	1270
TruSeq vs BOBseq	ENSG00000198301	SDAD1	3.43	5.86	2.032	over-represented in TruSeq	0	2552
TruSeq vs BOBseq	ENSG00000198408	OGA	3.589	6.253	2.267	over-represented in TruSeq	0	2833
TruSeq vs BOBseq	ENSG00000198431	TXNRD1	4.956	7.518	2.164	over-represented in TruSeq	0	2985
TruSeq vs BOBseq	ENSG00000198467	TPM2	6.654	3.433	-3.619	under-represented in TruSeq	0	977
TruSeq vs BOBseq	ENSG00000198522	GPN1	2.926	6.353	3.029	over-represented in TruSeq	0	1838
TruSeq vs BOBseq	ENSG00000198546	ZNF511	8.609	6.806	-2.201	under-represented in TruSeq	0	897
TruSeq vs BOBseq	ENSG00000198561	CTNND1	1.874	5.834	3.562	over-represented in TruSeq	0	5004
TruSeq vs BOBseq	ENSG00000198612	COPS8	3.815	7.389	3.176	over-represented in TruSeq	0	1451
TruSeq vs BOBseq	ENSG00000198818	SFT2D1	4.954	7.483	2.131	over-represented in TruSeq	0	1040
TruSeq vs BOBseq	ENSG00000198843	SELENOT	2.618	6.539	3.523	over-represented in TruSeq	0	1515
TruSeq vs BOBseq	ENSG00000198856	OSTC	4.836	7.849	2.614	over-represented in TruSeq	0	997
TruSeq vs BOBseq	ENSG00000203705	TATDN3	2.421	5.433	2.614	over-represented in TruSeq	0	1530
TruSeq vs BOBseq	ENSG00000203880	PCMTD2	2.588	5.726	2.741	over-represented in TruSeq	0	2438
TruSeq vs BOBseq	ENSG00000204104	TRAF3IP1	7.22	5.012	-2.606	under-represented in TruSeq	0	3010
TruSeq vs BOBseq	ENSG00000204209	DAXX	9.088	7.028	-2.458	under-represented in TruSeq	0	2539
TruSeq vs BOBseq	ENSG00000204220	PFDN6	9.728	8.042	-2.084	under-represented in TruSeq	0	775
TruSeq vs BOBseq	ENSG00000204237	OXLD1	8.549	5.911	-3.036	under-represented in TruSeq	0	846
TruSeq vs BOBseq	ENSG00000204351	SKIC2	6.604	4.799	-2.204	under-represented in TruSeq	0	3402
TruSeq vs BOBseq	ENSG00000204366	ZBTB12	6.214	4.271	-2.341	under-represented in TruSeq	0	1963
TruSeq vs BOBseq	ENSG00000204370	SDHD	3.575	7.534	3.561	over-represented in TruSeq	0	1298
TruSeq vs BOBseq	ENSG00000204438	GPANK1	6.441	4.535	-2.305	under-represented in TruSeq	0	1106
TruSeq vs BOBseq	ENSG00000204469	PRRC2A	9.412	7.578	-2.232	under-represented in TruSeq	0	6203
TruSeq vs BOBseq	ENSG00000204498	NFKBIL1	7.364	4.609	-3.153	under-represented in TruSeq	0	1417
TruSeq vs BOBseq	ENSG00000204574	ABCF1	9.293	7.215	-2.476	under-represented in TruSeq	0	3261
TruSeq vs BOBseq	ENSG00000204576	PRR3	3.172	5.607	2.037	over-represented in TruSeq	0	1716
TruSeq vs BOBseq	ENSG00000204628	RACK1	15.291	12.679	-3.009	under-represented in TruSeq	0	720
TruSeq vs BOBseq	ENSG00000204642	HLA-F	5.439	3.792	-2.045	under-represented in TruSeq	0	574
TruSeq vs BOBseq	ENSG00000204899	MZT1	4.489	7.372	2.484	over-represented in TruSeq	0	2231
TruSeq vs BOBseq	ENSG00000204922	UQCC3	7.437	4.402	-3.433	under-represented in TruSeq	0	1938
TruSeq vs BOBseq	ENSG00000205060	SLC35B4	3.336	5.766	2.032	over-represented in TruSeq	0	940
TruSeq vs BOBseq	ENSG00000205220	PSMB10	7.997	5.14	-3.255	under-represented in TruSeq	0	588
TruSeq vs BOBseq	ENSG00000205323	SARNP	5.24	7.916	2.277	over-represented in TruSeq	0	812
TruSeq vs BOBseq	ENSG00000205339	IPO7	3.408	6.947	3.141	over-represented in TruSeq	0	5807
TruSeq vs BOBseq	ENSG00000205544	TMEM256	11.223	7.371	-4.25	under-represented in TruSeq	0	
TruSeq vs BOBseq	ENSG00000206418	RAB12	2.662	5.157	2.097	over-represented in TruSeq	0	2066
TruSeq vs BOBseq	ENSG00000206527	HACD2	2.687	5.321	2.236	over-represented in TruSeq	0	4004
TruSeq vs BOBseq	ENSG00000211450	SELENOH	11.654	7.125	-4.927	under-represented in TruSeq	0	938
TruSeq vs BOBseq	ENSG00000211456	SACM1L	2.843	5.843	2.602	over-represented in TruSeq	0	3322
TruSeq vs BOBseq	ENSG00000213337	ANKRD39	6.026	4.188	-2.236	under-represented in TruSeq	0	908
TruSeq vs BOBseq	ENSG00000213339	QTRT1	7.787	5.863	-2.322	under-represented in TruSeq	0	1236
TruSeq vs BOBseq	ENSG00000213347	MXD3	6.158	4.241	-2.314	under-represented in TruSeq	0	1539
TruSeq vs BOBseq	ENSG00000213445	SIPA1	6.551	3.878	-3.071	under-represented in TruSeq	0	1545
TruSeq vs BOBseq	ENSG00000213585	VDAC1	6.502	8.969	2.07	over-represented in TruSeq	0	1419
TruSeq vs BOBseq	ENSG00000213719	CLIC1	10.008	8.306	-2.1	under-represented in TruSeq	0	1199
TruSeq vs BOBseq	ENSG00000213722	DDAH2	6.986	3.853	-3.532	under-represented in TruSeq	0	1214
TruSeq vs BOBseq	ENSG00000213782	DDX47	2.82	7.024	3.806	over-represented in TruSeq	0	1759
TruSeq vs BOBseq	ENSG00000213889	PPM1N	4.58	2.863	-2.115	under-represented in TruSeq	0	949
TruSeq vs BOBseq	ENSG00000214021	TTLL3	5.923	4.118	-2.203	under-represented in TruSeq	0	2706
TruSeq vs BOBseq	ENSG00000214160	ALG3	8.822	6.396	-2.824	under-represented in TruSeq	0	1087
TruSeq vs BOBseq	ENSG00000214194	SMIM30	4.862	7.481	2.221	over-represented in TruSeq	0	1007
TruSeq vs BOBseq	ENSG00000214435	AS3MT	5.046	3.308	-2.136	under-represented in TruSeq	0	2450
TruSeq vs BOBseq	ENSG00000214530	STARD10	7.32	4.966	-2.753	under-represented in TruSeq	0	703
TruSeq vs BOBseq	ENSG00000214736	TOMM6	6.854	9.95	2.697	over-represented in TruSeq	0	580
TruSeq vs BOBseq	ENSG00000214753	HNRNPUL2	7.023	4.852	-2.569	under-represented in TruSeq	0	2768
TruSeq vs BOBseq	ENSG00000215375	MYL5	5.9	3.403	-2.895	under-represented in TruSeq	0	890
TruSeq vs BOBseq	ENSG00000216490	IFI30	6.58	4.374	-2.604	under-represented in TruSeq	0	1002
TruSeq vs BOBseq	ENSG00000221823	PPP3R1	2.757	6.273	3.118	over-represented in TruSeq	0	889
TruSeq vs BOBseq	ENSG00000221916	C19orf73	4.318	1.209	-3.507	under-represented in TruSeq	0	742
TruSeq vs BOBseq	ENSG00000223496	EXOSC6	5.206	3.302	-2.302	under-represented in TruSeq	0	5163
TruSeq vs BOBseq	ENSG00000223802	CERS1	7.145	4.813	-2.729	under-represented in TruSeq	0	1213
TruSeq vs BOBseq	ENSG00000224877	NDUFAF8	11.381	8.098	-3.681	under-represented in TruSeq	0	445
TruSeq vs BOBseq	ENSG00000227057	WDR46	10.741	6.861	-4.278	under-represented in TruSeq	0	2069
TruSeq vs BOBseq	ENSG00000228300	FAM174C	8.29	6.602	-2.086	under-represented in TruSeq	0	797
TruSeq vs BOBseq	ENSG00000228594	FNDC10	4.824	2.702	-2.52	under-represented in TruSeq	0	2124
TruSeq vs BOBseq	ENSG00000229809	ZNF688	5.88	3.037	-3.241	under-represented in TruSeq	0	899
TruSeq vs BOBseq	ENSG00000230453	ANKRD18B	5.133	3.196	-2.335	under-represented in TruSeq	0	2262
TruSeq vs BOBseq	ENSG00000235034	C19orf81	5.632	3.076	-2.954	under-represented in TruSeq	0	479
TruSeq vs BOBseq	ENSG00000235453	SMIM27	6.643	2.531	-4.51	under-represented in TruSeq	0	385
TruSeq vs BOBseq	ENSG00000240230	COX19	4.866	2.669	-2.595	under-represented in TruSeq	0	1859
TruSeq vs BOBseq	ENSG00000240344	PPIL3	2.577	5.961	2.987	over-represented in TruSeq	0	753
TruSeq vs BOBseq	ENSG00000241404	EGFL8	5.401	2.832	-2.967	under-represented in TruSeq	0	2440
